Price,Location,Number of Rooms,Area,Floor
250000,Yasamal r.,3 otaqlı,125 m²,8/19 mərtəbə
165000,Xalqlar Dostluğu m.,3 otaqlı,85 m²,1/5 mərtəbə
248000,Xətai r.,4 otaqlı,155 m²,7/20 mərtəbə
290000,8 Noyabr m.,3 otaqlı,148 m²,13/25 mərtəbə
235000,Şah İsmayıl Xətai m.,3 otaqlı,107 m²,13/13 mərtəbə
178000,28 May m.,2 otaqlı,50 m²,5/5 mərtəbə
163000,Həzi Aslanov m.,2 otaqlı,65 m²,12/19 mərtəbə
127000,Nizami m.,2 otaqlı,40 m²,1/3 mərtəbə
165000,Şah İsmayıl Xətai m.,2 otaqlı,76 m²,15/24 mərtəbə
275000,Nərimanov r.,3 otaqlı,100 m²,2/6 mərtəbə
270000,Əhmədli m.,3 otaqlı,108 m²,9/16 mərtəbə
185000,Şah İsmayıl Xətai m.,2 otaqlı,58 m²,6/13 mərtəbə
187000,Şah İsmayıl Xətai m.,2 otaqlı,65 m²,16/17 mərtəbə
110000,Xırdalan,N/A,N/A,N/A
1370000,Nəsimi r.,7 otaqlı,405 m²,8/9 mərtəbə
160000,Əhmədli q.,5 otaqlı,110 m²,1/9 mərtəbə
80000,Ramana q.,N/A,N/A,N/A
186000,Şah İsmayıl Xətai m.,2 otaqlı,57 m²,7/13 mərtəbə
185000,Şah İsmayıl Xətai m.,2 otaqlı,63 m²,19/21 mərtəbə
255000,Mərdəkan q.,N/A,N/A,N/A
378500,Nardaran q.,2 otaqlı,84 m²,3/8 mərtəbə
248000,Memar Əcəmi m.,3 otaqlı,115 m²,9/14 mərtəbə
75000,Masazır q.,2 otaqlı,80 m²,8/10 mərtəbə
245000,Nərimanov r.,2 otaqlı,75 m²,10/11 mərtəbə
260000,28 May m.,3 otaqlı,100 m²,4/6 mərtəbə
145000,Şağan q.,N/A,N/A,N/A
110000,Hökməli q.,N/A,N/A,N/A
137000,20 Yanvar m.,2 otaqlı,50 m²,11/20 mərtəbə
330000,8 Noyabr m.,3 otaqlı,147 m²,12/27 mərtəbə
130000,7-ci mikrorayon q.,2 otaqlı,54 m²,11/17 mərtəbə
153000,Neftçilər m.,2 otaqlı,65 m²,11/14 mərtəbə
400000,Şüvəlan q.,N/A,N/A,N/A
205000,Dərnəgül m.,3 otaqlı,108 m²,8/10 mərtəbə
255000,İnşaatçılar m.,3 otaqlı,110 m²,9/18 mərtəbə
126000,Binəqədi r.,N/A,N/A,N/A
79500,Masazır q.,3 otaqlı,65 m²,6/12 mərtəbə
205000,Nəriman Nərimanov m.,3 otaqlı,95 m²,1/9 mərtəbə
68000,Xırdalan,N/A,N/A,N/A
285000,Dərnəgül m.,4 otaqlı,136 m²,7/16 mərtəbə
550000,Mərdəkan q.,N/A,N/A,N/A
225000,28 May m.,3 otaqlı,93 m²,13/14 mərtəbə
185000,Yeni Yasamal q.,3 otaqlı,117 m²,17/20 mərtəbə
175000,Əhmədli m.,3 otaqlı,82 m²,13/19 mərtəbə
1000000,28 May m.,N/A,N/A,N/A
259000,8 Noyabr m.,2 otaqlı,80 m²,6/12 mərtəbə
250000,28 May m.,N/A,N/A,N/A
789900,Mərdəkan q.,N/A,N/A,N/A
99000,Xırdalan,3 otaqlı,75 m²,6/16 mərtəbə
128000,20-ci sahə q.,N/A,N/A,N/A
318000,Mərdəkan q.,N/A,N/A,N/A
600000,Şah İsmayıl Xətai m.,4 otaqlı,200 m²,19/20 mərtəbə
210000,İnşaatçılar m.,3 otaqlı,120 m²,12/19 mərtəbə
118000,Nəsimi m.,2 otaqlı,64 m²,4/5 mərtəbə
180000,Qara Qarayev m.,3 otaqlı,88 m²,7/16 mərtəbə
7500,Novxanı q.,N/A,N/A,N/A
130000,Əhmədli m.,2 otaqlı,70 m²,10/18 mərtəbə
240000,20 Yanvar m.,2 otaqlı,95 m²,9/16 mərtəbə
1370000,Nərimanov r.,6 otaqlı,395 m²,8/9 mərtəbə
180000,Xətai r.,2 otaqlı,90 m²,8/16 mərtəbə
128000,20-ci sahə q.,N/A,N/A,N/A
189900,Badamdar q.,2 otaqlı,88 m²,8/14 mərtəbə
129000,Massiv D q.,2 otaqlı,73 m²,2/10 mərtəbə
49000,Binə q.,N/A,N/A,N/A
155000,Qara Qarayev m.,3 otaqlı,80 m²,4/4 mərtəbə
120000,Nizami m.,1 otaqlı,36 m²,2/5 mərtəbə
210000,Həzi Aslanov m.,3 otaqlı,95 m²,10/16 mərtəbə
230000,20 Yanvar m.,3 otaqlı,115 m²,15/17 mərtəbə
260000,28 May m.,2 otaqlı,115 m²,3/16 mərtəbə
68000,Hövsan q.,2 otaqlı,59 m²,7/9 mərtəbə
154000,Gənclik m.,2 otaqlı,49 m²,6/10 mərtəbə
189000,Qara Qarayev m.,3 otaqlı,75 m²,11/13 mərtəbə
137000,Avtovağzal m.,5 otaqlı,110 m²,4/5 mərtəbə
129000,İnşaatçılar m.,2 otaqlı,62 m²,7/20 mərtəbə
240000,Neftçilər m.,4 otaqlı,145 m²,10/18 mərtəbə
235000,Badamdar q.,N/A,N/A,N/A
38000,Buzovna q.,N/A,N/A,N/A
450000,Novxanı q.,N/A,N/A,N/A
60000,Yeni Günəşli q.,2 otaqlı,38 m²,6/7 mərtəbə
375000,Binəqədi q.,3 otaqlı,150 m²,6/16 mərtəbə
1300000,Elmlər Akademiyası m.,N/A,N/A,N/A
358000,Nərimanov r.,3 otaqlı,140 m²,8/14 mərtəbə
198000,Nəsimi r.,3 otaqlı,95 m²,13/14 mərtəbə
350000,Mərdəkan q.,N/A,N/A,N/A
195000,Həzi Aslanov m.,3 otaqlı,120 m²,6/10 mərtəbə
194000,İçəri Şəhər m.,3 otaqlı,75 m²,4/5 mərtəbə
7000000,Xalqlar Dostluğu m.,N/A,N/A,N/A
249800,Nəriman Nərimanov m.,3 otaqlı,106 m²,7/19 mərtəbə
165000,Binəqədi r.,5 otaqlı,120 m²,6/9 mərtəbə
220000,Neftçilər m.,2 otaqlı,85 m²,3/14 mərtəbə
145000,Binəqədi r.,2 otaqlı,62 m²,2/17 mərtəbə
289000,Nəsimi r.,3 otaqlı,95 m²,3/16 mərtəbə
1450000,Şüvəlan q.,N/A,N/A,N/A
102000,Xırdalan,2 otaqlı,62 m²,4/15 mərtəbə
175000,Həzi Aslanov m.,4 otaqlı,100 m²,7/9 mərtəbə
190000,Ceyranbatan q.,N/A,N/A,N/A
400000,Şamaxı,N/A,N/A,N/A
158000,Neftçilər m.,4 otaqlı,115 m²,9/10 mərtəbə
128000,Azadlıq Prospekti m.,2 otaqlı,60 m²,8/9 mərtəbə
330000,Səbail r.,3 otaqlı,120 m²,10/17 mərtəbə
199000,Memar Əcəmi m.,3 otaqlı,95 m²,9/18 mərtəbə
175000,Memar Əcəmi m.,2 otaqlı,85 m²,8/17 mərtəbə
385000,Nəsimi m.,5 otaqlı,250 m²,7/18 mərtəbə
122000,Xətai r.,2 otaqlı,80 m²,4/6 mərtəbə
305850,Nəriman Nərimanov m.,4 otaqlı,3 m²,9/14 mərtəbə
127920,Yasamal q.,2 otaqlı,6 m²,3/14 mərtəbə
153000,Dərnəgül m.,2 otaqlı,78 m²,5/17 mərtəbə
275000,Görədil q.,N/A,N/A,N/A
122000,Xətai r.,2 otaqlı,80 m²,4/6 mərtəbə
245000,Nəriman Nərimanov m.,2 otaqlı,97 m²,7/16 mərtəbə
148000,Elmlər Akademiyası m.,2 otaqlı,45 m²,4/5 mərtəbə
264000,Əhmədli m.,3 otaqlı,132 m²,10/13 mərtəbə
345000,Nəsimi r.,3 otaqlı,141 m²,5/17 mərtəbə
170000,Nəsimi r.,2 otaqlı,60 m²,14/17 mərtəbə
227000,İnşaatçılar m.,3 otaqlı,133 m²,4/12 mərtəbə
215000,Nərimanov r.,3 otaqlı,110 m²,4/5 mərtəbə
285000,Nərimanov r.,3 otaqlı,177 m²,4/17 mərtəbə
170000,Nəsimi r.,2 otaqlı,60 m²,14/17 mərtəbə
139000,Azadlıq Prospekti m.,2 otaqlı,5 m²,8/14 mərtəbə
498000,Nəriman Nərimanov m.,4 otaqlı,178 m²,15/18 mərtəbə
225000,Memar Əcəmi m.,3 otaqlı,110 m²,4/9 mərtəbə
140000,Nəriman Nərimanov m.,2 otaqlı,60 m²,2/5 mərtəbə
355000,Bülbülə q.,N/A,N/A,N/A
97600,Azadlıq Prospekti m.,1 otaqlı,61 m²,13/15 mərtəbə
345000,8 Noyabr m.,3 otaqlı,143 m²,5/10 mərtəbə
4000,Ramana q.,N/A,N/A,N/A
290000,Şah İsmayıl Xətai m.,4 otaqlı,135 m²,4/16 mərtəbə
35000,Bilgəh q.,N/A,N/A,N/A
65000,Abşeron r.,2 otaqlı,51 m²,3/6 mərtəbə
370000,Nizami m.,3 otaqlı,137 m²,9/17 mərtəbə
250000,Şah İsmayıl Xətai m.,2 otaqlı,100 m²,3/19 mərtəbə
118000,Yeni Günəşli q.,3 otaqlı,75 m²,12/16 mərtəbə
190000,Azadlıq Prospekti m.,N/A,N/A,N/A
139000,İnşaatçılar m.,3 otaqlı,85 m²,22/23 mərtəbə
148000,Ağ şəhər q.,1 otaqlı,74 m²,4/22 mərtəbə
30000,Masazır q.,1 otaqlı,35 m²,1/2 mərtəbə
132000,Həzi Aslanov m.,3 otaqlı,90 m²,9/9 mərtəbə
124000,Nizami r.,2 otaqlı,55 m²,12/17 mərtəbə
207000,28 May m.,2 otaqlı,83 m²,5/15 mərtəbə
220000,20 Yanvar m.,3 otaqlı,90 m²,17/19 mərtəbə
255000,Yasamal r.,3 otaqlı,135 m²,7/25 mərtəbə
178000,Nizami m.,1 otaqlı,67 m²,10/14 mərtəbə
238000,Səbail r.,2 otaqlı,105 m²,9/17 mərtəbə
95000,Nizami r.,2 otaqlı,65 m²,14/19 mərtəbə
173000,Sumqayıt,3 otaqlı,8 m²,7/15 mərtəbə
125000,Neftçilər m.,2 otaqlı,60 m²,14/16 mərtəbə
4000000,Nəsimi r.,N/A,N/A,N/A
244350,Şah İsmayıl Xətai m.,2 otaqlı,5 m²,3/20 mərtəbə
170000,Badamdar q.,3 otaqlı,75 m²,5/5 mərtəbə
181000,Xalqlar Dostluğu m.,3 otaqlı,121 m²,16/18 mərtəbə
284900,Nərimanov r.,4 otaqlı,196 m²,6/18 mərtəbə
188900,Nərimanov r.,2 otaqlı,70 m²,5/15 mərtəbə
45000,Quba,N/A,N/A,N/A
179000,Elmlər Akademiyası m.,2 otaqlı,5 m²,3/4 mərtəbə
199000,Azadlıq Prospekti m.,2 otaqlı,98 m²,12/18 mərtəbə
210000,İnşaatçılar m.,4 otaqlı,100 m²,3/9 mərtəbə
190000,Azadlıq Prospekti m.,N/A,N/A,N/A
95000,Biləcəri q.,2 otaqlı,58 m²,3/5 mərtəbə
370000,Sahil m.,3 otaqlı,112 m²,4/17 mərtəbə
285000,Nərimanov r.,3 otaqlı,100 m²,6/18 mərtəbə
1450000,Nəriman Nərimanov m.,5 otaqlı,400 m²,10/16 mərtəbə
540000,8 Noyabr m.,3 otaqlı,159 m²,12/16 mərtəbə
190900,Həzi Aslanov m.,3 otaqlı,90 m²,14/16 mərtəbə
141500,9-cu mikrorayon q.,2 otaqlı,60 m²,7/9 mərtəbə
320000,Nizami m.,N/A,N/A,N/A
125000,Ağ şəhər q.,N/A,N/A,N/A
275000,28 May m.,3 otaqlı,100 m²,5/18 mərtəbə
242000,Nəriman Nərimanov m.,3 otaqlı,118 m²,10/18 mərtəbə
164000,Nəriman Nərimanov m.,2 otaqlı,65 m²,11/14 mərtəbə
105000,Həzi Aslanov m.,3 otaqlı,100 m²,1/9 mərtəbə
195000,Nəriman Nərimanov m.,2 otaqlı,90 m²,16/18 mərtəbə
275000,İnşaatçılar m.,N/A,N/A,N/A
65000,Azadlıq Prospekti m.,1 otaqlı,40 m²,1/5 mərtəbə
350000,Mərdəkan q.,N/A,N/A,N/A
420000,Şüvəlan q.,N/A,N/A,N/A
195000,Həzi Aslanov m.,3 otaqlı,110 m²,15/20 mərtəbə
165000,Buzovna q.,N/A,N/A,N/A
148900,Binəqədi r.,2 otaqlı,50 m²,5/5 mərtəbə
340000,İnşaatçılar m.,N/A,N/A,N/A
1240000,Şüvəlan q.,N/A,N/A,N/A
8000000,Sahil m.,N/A,N/A,N/A
450000,Nəsimi r.,7 otaqlı,270 m²,20/21 mərtəbə
185000,Mərdəkan q.,N/A,N/A,N/A
615000,Nəriman Nərimanov m.,4 otaqlı,220 m²,5/17 mərtəbə
155000,Hövsan q.,N/A,N/A,N/A
850000,Elmlər Akademiyası m.,N/A,N/A,N/A
212000,Nəsimi r.,3 otaqlı,93 m²,10/18 mərtəbə
179000,Nəsimi r.,2 otaqlı,66 m²,15/20 mərtəbə
188000,Nəriman Nərimanov m.,2 otaqlı,60 m²,15/17 mərtəbə
320000,Dərnəgül m.,N/A,N/A,N/A
68000,Saray q.,N/A,N/A,N/A
177000,Novxanı q.,N/A,N/A,N/A
238000,Həzi Aslanov m.,3 otaqlı,120 m²,5/16 mərtəbə
130000,Xırdalan,N/A,N/A,N/A
188000,Nəriman Nərimanov m.,2 otaqlı,59 m²,16/17 mərtəbə
500000,Sahil m.,N/A,N/A,N/A
405000,Ağ şəhər q.,3 otaqlı,135 m²,2/7 mərtəbə
155000,Əhmədli m.,3 otaqlı,86 m²,20/20 mərtəbə
600000,Səbail r.,4 otaqlı,165 m²,11/17 mərtəbə
242000,Mərdəkan q.,N/A,N/A,N/A
162000,Yeni Yasamal q.,2 otaqlı,85 m²,13/16 mərtəbə
1500000,Nizami m.,N/A,N/A,N/A
142000,Həzi Aslanov m.,3 otaqlı,85 m²,4/9 mərtəbə
240000,20 Yanvar m.,3 otaqlı,97 m²,2/17 mərtəbə
335000,Şah İsmayıl Xətai m.,5 otaqlı,230 m²,18/24 mərtəbə
620000,28 May m.,4 otaqlı,255 m²,3/14 mərtəbə
439000,Nizami m.,N/A,N/A,N/A
450000,Elmlər Akademiyası m.,4 otaqlı,147 m²,2/14 mərtəbə
975000,Azadlıq Prospekti m.,N/A,N/A,N/A
850000,Badamdar q.,N/A,N/A,N/A
105000,Fatmayı q.,N/A,N/A,N/A
185000,Nəriman Nərimanov m.,2 otaqlı,68 m²,7/17 mərtəbə
288000,Nardaran q.,N/A,N/A,N/A
230000,Həzi Aslanov m.,N/A,N/A,N/A
374000,Mərdəkan q.,N/A,N/A,N/A
2600000,Badamdar q.,N/A,N/A,N/A
110000,Memar Əcəmi m.,3 otaqlı,90 m²,1/9 mərtəbə
625000,Həzi Aslanov q.,4 otaqlı,200 m²,16/19 mərtəbə
369000,8 Noyabr m.,3 otaqlı,168 m²,17/18 mərtəbə
155000,Pirşağı q.,N/A,N/A,N/A
143000,Nəsimi r.,2 otaqlı,50 m²,2/4 mərtəbə
135000,Həzi Aslanov m.,3 otaqlı,80 m²,8/9 mərtəbə
245000,Neftçilər m.,4 otaqlı,178 m²,2/16 mərtəbə
290000,8 Noyabr m.,3 otaqlı,143 m²,20/27 mərtəbə
1100000,Sabunçu q.,N/A,N/A,N/A
240000,Badamdar q.,N/A,N/A,N/A
118000,Xətai r.,2 otaqlı,60 m²,6/17 mərtəbə
830000,Mərdəkan q.,N/A,N/A,N/A
1200000,Badamdar q.,N/A,N/A,N/A
625000,Şıxov q.,N/A,N/A,N/A
199000,Şıxov q.,2 otaqlı,67 m²,2/5 mərtəbə
103000,7-ci mikrorayon q.,2 otaqlı,50 m²,1/5 mərtəbə
210000,Badamdar q.,N/A,N/A,N/A
900000,Elmlər Akademiyası m.,N/A,N/A,N/A
139000,Xırdalan,N/A,N/A,N/A
153000,Əhmədli m.,3 otaqlı,90 m²,7/9 mərtəbə
138000,Masazır q.,N/A,N/A,N/A
320000,Gənclik m.,3 otaqlı,106 m²,8/16 mərtəbə
220000,Badamdar q.,N/A,N/A,N/A
745000,Mərdəkan q.,N/A,N/A,N/A
208000,Xətai r.,3 otaqlı,127 m²,10/20 mərtəbə
950000,28 May m.,N/A,N/A,N/A
270000,Nəriman Nərimanov m.,2 otaqlı,84 m²,14/17 mərtəbə
235000,Nərimanov r.,2 otaqlı,93 m²,7/14 mərtəbə
899000,İçəri Şəhər m.,4 otaqlı,200 m²,12/14 mərtəbə
380000,28 May m.,4 otaqlı,122 m²,5/17 mərtəbə
172000,Fatmayı q.,N/A,N/A,N/A
170000,Masazır q.,N/A,N/A,N/A
130000,Əhmədli m.,2 otaqlı,45 m²,17/17 mərtəbə
350000,Görədil q.,N/A,N/A,N/A
970000,Nərimanov r.,N/A,N/A,N/A
134000,Köhnə Günəşli q.,2 otaqlı,60 m²,3/9 mərtəbə
206000,Gənclik m.,3 otaqlı,75 m²,6/6 mərtəbə
520000,Elmlər Akademiyası m.,N/A,N/A,N/A
260000,Nəriman Nərimanov m.,3 otaqlı,140 m²,2/16 mərtəbə
370000,Nəriman Nərimanov m.,3 otaqlı,143 m²,4/16 mərtəbə
2000000,Nizami m.,N/A,N/A,N/A
150000,Xətai r.,2 otaqlı,55 m²,14/18 mərtəbə
510000,Mərdəkan q.,N/A,N/A,N/A
198000,Nərimanov r.,2 otaqlı,57 m²,6/16 mərtəbə
620000,Nizami m.,N/A,N/A,N/A
193000,Nərimanov r.,2 otaqlı,60 m²,7/14 mərtəbə
115000,Xırdalan,N/A,N/A,N/A
269000,Nəriman Nərimanov m.,3 otaqlı,115 m²,8/16 mərtəbə
1270000,Elmlər Akademiyası m.,N/A,N/A,N/A
480000,28 May m.,4 otaqlı,210 m²,8/12 mərtəbə
850000,Buzovna q.,N/A,N/A,N/A
250000,Nəriman Nərimanov m.,3 otaqlı,108 m²,7/19 mərtəbə
114000,Nəsimi m.,2 otaqlı,60 m²,5/5 mərtəbə
1280000,Elmlər Akademiyası m.,N/A,N/A,N/A
360000,Mərdəkan q.,N/A,N/A,N/A
114000,Memar Əcəmi m.,2 otaqlı,50 m²,4/5 mərtəbə
240000,20 Yanvar m.,3 otaqlı,120 m²,7/16 mərtəbə
147000,Zaqatala,N/A,N/A,N/A
310368,Koroğlu m.,3 otaqlı,4 m²,14/16 mərtəbə
180000,Novxanı q.,N/A,N/A,N/A
245000,İnşaatçılar m.,3 otaqlı,90 m²,21/27 mərtəbə
103000,Gənclik m.,3 otaqlı,45 m²,1/5 mərtəbə
167000,Mərdəkan q.,N/A,N/A,N/A
2400000,Elmlər Akademiyası m.,N/A,N/A,N/A
155000,Şüvəlan q.,N/A,N/A,N/A
230000,8 Noyabr m.,3 otaqlı,110 m²,1/14 mərtəbə
195000,Xətai r.,2 otaqlı,80 m²,18/21 mərtəbə
240000,Nəsimi r.,4 otaqlı,100 m²,1/5 mərtəbə
5000000,Sahil m.,N/A,N/A,N/A
215000,Gənclik m.,3 otaqlı,100 m²,3/5 mərtəbə
350000,20 Yanvar m.,4 otaqlı,210 m²,16/17 mərtəbə
337000,Xətai r.,N/A,N/A,N/A
1250000,Səbail r.,N/A,N/A,N/A
165000,Nizami m.,2 otaqlı,60 m²,2/14 mərtəbə
220000,8 Noyabr m.,3 otaqlı,98 m²,13/18 mərtəbə
440000,Masazır q.,N/A,N/A,N/A
520000,Xətai r.,3 otaqlı,157 m²,16/20 mərtəbə
45000,Xaçmaz,N/A,N/A,N/A
165000,Səbail r.,2 otaqlı,78 m²,11/15 mərtəbə
338000,28 May m.,3 otaqlı,115 m²,15/18 mərtəbə
240000,Şah İsmayıl Xətai m.,3 otaqlı,120 m²,15/16 mərtəbə
180000,Badamdar q.,2 otaqlı,65 m²,18/19 mərtəbə
239000,Nərimanov r.,3 otaqlı,101 m²,3/14 mərtəbə
390000,8 Noyabr m.,3 otaqlı,5 m²,4/17 mərtəbə
155000,Xırdalan,3 otaqlı,85 m²,4/14 mərtəbə
476480,Nəsimi r.,4 otaqlı,9 m²,17/17 mərtəbə
293616,Nəriman Nərimanov m.,4 otaqlı,3 m²,5/14 mərtəbə
139000,Bakıxanov q.,3 otaqlı,78 m²,9/9 mərtəbə
390000,8 Noyabr m.,3 otaqlı,5 m²,4/17 mərtəbə
207900,Qara Qarayev m.,3 otaqlı,98 m²,9/17 mərtəbə
140000,Həzi Aslanov m.,3 otaqlı,80 m²,1/9 mərtəbə
116000,Xətai r.,2 otaqlı,52 m²,8/9 mərtəbə
125000,Nəsimi m.,2 otaqlı,50 m²,4/5 mərtəbə
216000,Nəriman Nərimanov m.,3 otaqlı,103 m²,15/17 mərtəbə
210000,Neftçilər m.,3 otaqlı,110 m²,7/11 mərtəbə
460000,Qəbələ,N/A,N/A,N/A
225000,Nəriman Nərimanov m.,4 otaqlı,120 m²,5/5 mərtəbə
139000,İnşaatçılar m.,2 otaqlı,75 m²,3/20 mərtəbə
270000,Əhmədli m.,3 otaqlı,106 m²,2/3 mərtəbə
387000,Nəriman Nərimanov m.,3 otaqlı,124 m²,12/16 mərtəbə
179900,Memar Əcəmi m.,3 otaqlı,85 m²,9/9 mərtəbə
196000,9-cu mikrorayon q.,2 otaqlı,93 m²,12/17 mərtəbə
235000,Nəsimi r.,2 otaqlı,94 m²,5/17 mərtəbə
150000,Xətai r.,2 otaqlı,85 m²,4/20 mərtəbə
184000,Nizami r.,3 otaqlı,100 m²,10/18 mərtəbə
178000,8 Noyabr m.,3 otaqlı,90 m²,8/9 mərtəbə
75000,Xırdalan,N/A,N/A,N/A
170000,Həzi Aslanov q.,N/A,N/A,N/A
204000,Şah İsmayıl Xətai m.,2 otaqlı,68 m²,13/18 mərtəbə
188500,Şah İsmayıl Xətai m.,1 otaqlı,65 m²,13/18 mərtəbə
28000,Sumqayıt,N/A,N/A,N/A
694000,Binəqədi r.,N/A,N/A,N/A
128000,Qaraçuxur q.,N/A,N/A,N/A
318325,Nardaran q.,1 otaqlı,5 m²,6/7 mərtəbə
260000,Nardaran q.,2 otaqlı,6 m²,5/7 mərtəbə
174460,Koroğlu m.,1 otaqlı,3 m²,10/16 mərtəbə
140000,28 May m.,2 otaqlı,45 m²,5/5 mərtəbə
95000,Zabrat q.,3 otaqlı,80 m²,4/4 mərtəbə
550000,İçəri Şəhər m.,4 otaqlı,155 m²,10/11 mərtəbə
135000,Mehdiabad q.,N/A,N/A,N/A
129000,Massiv D q.,3 otaqlı,90 m²,7/10 mərtəbə
239000,Nəriman Nərimanov m.,2 otaqlı,75 m²,5/12 mərtəbə
278000,Xalqlar Dostluğu m.,4 otaqlı,155 m²,12/19 mərtəbə
135000,Nəriman Nərimanov m.,2 otaqlı,36 m²,2/5 mərtəbə
197000,Elmlər Akademiyası m.,3 otaqlı,105 m²,11/13 mərtəbə
118000,Bakıxanov q.,2 otaqlı,58 m²,15/19 mərtəbə
700000,Azadlıq Prospekti m.,N/A,N/A,N/A
109000,Elmlər Akademiyası m.,2 otaqlı,5 m²,4/5 mərtəbə
350000,8 Noyabr m.,3 otaqlı,130 m²,4/12 mərtəbə
200000,Binəqədi r.,2 otaqlı,4 m²,9/17 mərtəbə
2200000,Şah İsmayıl Xətai m.,5 otaqlı,500 m²,7/22 mərtəbə
125000,Lökbatan q.,2 otaqlı,90 m²,3/12 mərtəbə
100000,Məmmədli q.,3 otaqlı,75 m²,9/10 mərtəbə
165000,Mehdiabad q.,N/A,N/A,N/A
260000,Nərimanov r.,3 otaqlı,97 m²,9/16 mərtəbə
235000,İnşaatçılar m.,2 otaqlı,90 m²,19/19 mərtəbə
550000,Sabunçu r.,N/A,N/A,N/A
440000,İnşaatçılar m.,N/A,N/A,N/A
250000,İnşaatçılar m.,3 otaqlı,135 m²,2/17 mərtəbə
320000,Nərimanov r.,3 otaqlı,157 m²,12/17 mərtəbə
233000,Nəriman Nərimanov m.,3 otaqlı,105 m²,10/16 mərtəbə
1950000,Nəriman Nərimanov m.,5 otaqlı,285 m²,4/16 mərtəbə
235000,28 May m.,3 otaqlı,85 m²,8/9 mərtəbə
112350,Masazır q.,4 otaqlı,105 m²,8/16 mərtəbə
178000,Nəsimi m.,3 otaqlı,83 m²,5/5 mərtəbə
299000,Nəriman Nərimanov m.,2 otaqlı,85 m²,10/16 mərtəbə
440000,Elmlər Akademiyası m.,3 otaqlı,118 m²,13/17 mərtəbə
150000,8 Noyabr m.,2 otaqlı,63 m²,4/16 mərtəbə
274000,8 Noyabr m.,3 otaqlı,100 m²,3/8 mərtəbə
395000,Nəriman Nərimanov m.,3 otaqlı,129 m²,7/17 mərtəbə
480000,Badamdar q.,N/A,N/A,N/A
210000,Nəsimi r.,3 otaqlı,90 m²,6/9 mərtəbə
165000,Elmlər Akademiyası m.,2 otaqlı,75 m²,14/17 mərtəbə
195000,Xətai r.,2 otaqlı,80 m²,18/22 mərtəbə
435000,Nəriman Nərimanov m.,3 otaqlı,158 m²,12/16 mərtəbə
102000,Şüvəlan q.,N/A,N/A,N/A
240000,Şıxov q.,N/A,N/A,N/A
615000,İnşaatçılar m.,4 otaqlı,203 m²,19/20 mərtəbə
127000,Yeni Günəşli q.,3 otaqlı,90 m²,4/9 mərtəbə
285000,Gənclik m.,2 otaqlı,91 m²,7/16 mərtəbə
195000,Xalqlar Dostluğu m.,3 otaqlı,80 m²,4/5 mərtəbə
480000,Nəriman Nərimanov m.,4 otaqlı,157 m²,3/17 mərtəbə
255000,Şah İsmayıl Xətai m.,3 otaqlı,85 m²,10/24 mərtəbə
459000,Gənclik m.,3 otaqlı,142 m²,14/17 mərtəbə
335000,Nərimanov r.,3 otaqlı,113 m²,16/17 mərtəbə
298000,Neftçilər m.,3 otaqlı,137 m²,16/19 mərtəbə
220000,İnşaatçılar m.,3 otaqlı,121 m²,4/23 mərtəbə
1250000,Bakıxanov q.,N/A,N/A,N/A
263000,28 May m.,2 otaqlı,65 m²,4/16 mərtəbə
138000,Xırdalan,4 otaqlı,120 m²,5/7 mərtəbə
156000,Biləcəri q.,2 otaqlı,1 m²,15/17 mərtəbə
469000,Gənclik m.,3 otaqlı,165 m²,8/12 mərtəbə
175000,Həzi Aslanov m.,4 otaqlı,120 m²,7/9 mərtəbə
605000,Gənclik m.,4 otaqlı,220 m²,13/17 mərtəbə
385000,8 Noyabr m.,3 otaqlı,147 m²,5/27 mərtəbə
90000,Xırdalan,3 otaqlı,119 m²,4/15 mərtəbə
750000,Ağ şəhər q.,5 otaqlı,178 m²,5/7 mərtəbə
185000,Həzi Aslanov m.,4 otaqlı,110 m²,3/9 mərtəbə
115000,Köhnə Günəşli q.,2 otaqlı,60 m²,6/9 mərtəbə
265000,28 May m.,3 otaqlı,110 m²,15/16 mərtəbə
205000,Nəsimi r.,3 otaqlı,95 m²,2/4 mərtəbə
1200000,Kürdəxanı q.,N/A,N/A,N/A
580000,Binəqədi q.,N/A,N/A,N/A
75000,Xırdalan,2 otaqlı,41 m²,1/18 mərtəbə
577900,28 May m.,4 otaqlı,2 m²,14/17 mərtəbə
360000,Şah İsmayıl Xətai m.,3 otaqlı,150 m²,7/17 mərtəbə
399740,28 May m.,3 otaqlı,8 m²,7/16 mərtəbə
385000,Gənclik m.,3 otaqlı,185 m²,6/16 mərtəbə
280450,28 May m.,2 otaqlı,2 m²,12/17 mərtəbə
308000,Şah İsmayıl Xətai m.,3 otaqlı,150 m²,6/16 mərtəbə
509243,28 May m.,4 otaqlı,4 m²,4/18 mərtəbə
14500,Saray q.,N/A,N/A,N/A
297000,Nəriman Nərimanov m.,4 otaqlı,124 m²,6/10 mərtəbə
285000,Dərnəgül m.,4 otaqlı,136 m²,7/16 mərtəbə
2000000,Ağ şəhər q.,N/A,N/A,N/A
221000,Nəriman Nərimanov m.,3 otaqlı,90 m²,7/10 mərtəbə
430083,Nardaran q.,2 otaqlı,7 m²,5/7 mərtəbə
182978,20 Yanvar m.,3 otaqlı,8 m²,12/14 mərtəbə
230000,Maştağa q.,N/A,N/A,N/A
375000,28 May m.,4 otaqlı,180 m²,13/17 mərtəbə
